Date,Product,Region,Amount
09/03/2020,Sandwiches,North,162.66
07/03/2020,Pizza,East,186.33
21/03/2020,Pizza,Central,284.97
18/03/2020,Pizza,South,142.75
15/03/2020,Beef,South West,285.84
22/03/2020,Beef,South West,279.4
17/03/2020,Tomatoes,East,35.98
14/03/2020,Sandwiches,East,250.46
14/03/2020,Chicken,South,44.18
22/03/2020,Beef,East,353.4
15/03/2020,Sandwiches,South West,31.98
25/03/2020,Beef,East,88
18/03/2020,Green Tea,Central,77.21
12/03/2020,Green Tea,South West,112.54
02/03/2020,Beef,East,248.09
29/03/2020,Pizza,Central,102.33
25/03/2020,Green Tea,South,186.29
17/03/2020,Tomatoes,North,383.23
06/03/2020,Beef,Central,15.01
10/03/2020,Pizza,South West,18.35
22/03/2020,Pizza,North,86.13
13/03/2020,Cucumber,South West,361.62
07/03/2020,Beef,East,158.22
06/03/2020,Pizza,North,68.19
16/03/2020,Tomatoes,South West,210.09
09/03/2020,Chicken,East,54.02
05/03/2020,Beef,Central,111.79
28/03/2020,Sandwiches,South West,321.65
17/03/2020,Orange Juice,South,219.46
29/03/2020,Cucumber,East,20.21
17/03/2020,Broccoli,East,387.56
25/03/2020,Cucumber,South West,144.49
15/03/2020,Green Tea,South West,149.4
23/03/2020,Broccoli,North,28.1
17/03/2020,Tomatoes,South,155.89
17/03/2020,Broccoli,East,294.51
06/03/2020,Tomatoes,South,194.95
01/03/2020,Green Tea,East,308.59
28/03/2020,Cucumber,North,126.99
08/03/2020,Orange Juice,East,236.2
02/03/2020,Sandwiches,Central,70.54
30/03/2020,Beef,North,308.66
23/03/2020,Pizza,South,165.46
01/03/2020,Cucumber,Central,77.75
17/03/2020,Cucumber,South,381.97
02/03/2020,Orange Juice,East,371.16
28/03/2020,Sandwiches,East,66.95
16/03/2020,Chicken,South,16.34
11/03/2020,Sandwiches,Central,57.58
13/03/2020,Pizza,South,81.94
16/03/2020,Cucumber,North,185.78
18/03/2020,Orange Juice,South West,85.52
30/03/2020,Orange Juice,East,195.81
19/03/2020,Sandwiches,Central,393.03
03/03/2020,Green Tea,South,355.35
22/03/2020,Sandwiches,South,159.06
12/03/2020,Sandwiches,South,370.58
12/03/2020,Cucumber,South,372.7
07/03/2020,Pizza,East,382.73
28/03/2020,Broccoli,North,18.34
24/03/2020,Tomatoes,East,82.16
29/03/2020,Beef,South,386.48
04/03/2020,Beef,East,320.57
09/03/2020,Tomatoes,Central,168.47
03/03/2020,Chicken,Central,387.39
10/03/2020,Cucumber,North,351.11
17/03/2020,Orange Juice,East,50.82
12/03/2020,Broccoli,East,358.64
30/03/2020,Beef,Central,356
26/03/2020,Green Tea,South West,81.79
