Date,Product,Region,Amount
20/08/2020,Pizza,Central,188.85
06/08/2020,Green Tea,East,356.39
04/08/2020,Tomatoes,South West,58.83
31/08/2020,Sandwiches,North,106.29
06/08/2020,Green Tea,East,177.12
28/08/2020,Sandwiches,South,166.45
30/08/2020,Green Tea,South,274.98
20/08/2020,Tomatoes,South West,150.29
24/08/2020,Beef,Central,111.29
20/08/2020,Sandwiches,North,80.1
02/08/2020,Green Tea,East,230
10/08/2020,Cucumber,Central,209.8
01/08/2020,Sandwiches,South,255.68
01/08/2020,Chicken,East,333.5
18/08/2020,Beef,North,244.45
28/08/2020,Orange Juice,South,151.73
24/08/2020,Beef,Central,191.85
20/08/2020,Sandwiches,South,75.4
07/08/2020,Green Tea,South West,355.2
23/08/2020,Pizza,South West,183.82
28/08/2020,Tomatoes,Central,71.55
30/08/2020,Pizza,South,235.54
14/08/2020,Orange Juice,North,316.3
19/08/2020,Chicken,South,217.71
11/08/2020,Chicken,North,266.85
29/08/2020,Green Tea,South West,104.53
23/08/2020,Tomatoes,South,254.92
09/08/2020,Pizza,Central,55.78
04/08/2020,Broccoli,North,333.83
13/08/2020,Sandwiches,East,173.33
20/08/2020,Beef,East,261.17
08/08/2020,Tomatoes,North,165
12/08/2020,Sandwiches,South,108.94
01/08/2020,Beef,East,94.21
31/08/2020,Beef,South West,63.15
10/08/2020,Tomatoes,East,47.5
31/08/2020,Sandwiches,East,361.12
08/08/2020,Chicken,East,129.29
05/08/2020,Pizza,Central,195.13
15/08/2020,Chicken,Central,44.32
23/08/2020,Green Tea,South West,400.61
12/08/2020,Sandwiches,South West,21.73
15/08/2020,Cucumber,North,100.25
20/08/2020,Cucumber,North,374.62
26/08/2020,Pizza,South West,100.11
05/08/2020,Cucumber,North,97.2
27/08/2020,Green Tea,North,75.72
19/08/2020,Orange Juice,East,318.77
21/08/2020,Orange Juice,East,347.25
09/08/2020,Orange Juice,South West,297.73
26/08/2020,Broccoli,South,343.57
05/08/2020,Chicken,South West,362.84
14/08/2020,Tomatoes,Central,374.16
11/08/2020,Broccoli,Central,378.71
20/08/2020,Broccoli,East,385.65
22/08/2020,Green Tea,North,45.33
03/08/2020,Cucumber,South,306.01
15/08/2020,Broccoli,Central,207.48
31/08/2020,Cucumber,North,57.79
19/08/2020,Tomatoes,Central,60.65
01/08/2020,Broccoli,South,149.25
15/08/2020,Pizza,South,231.44
15/08/2020,Orange Juice,Central,29.66
04/08/2020,Chicken,East,327.82
27/08/2020,Pizza,South,321.38
25/08/2020,Orange Juice,South,27.6
10/08/2020,Beef,East,179.86
25/08/2020,Orange Juice,North,284.93
03/08/2020,Orange Juice,East,23.31
14/08/2020,Sandwiches,North,195.11
07/08/2020,Orange Juice,South West,237.11
01/08/2020,Broccoli,Central,150.09
26/08/2020,Sandwiches,East,315.92
19/08/2020,Beef,Central,116.68
10/08/2020,Chicken,East,22.95
09/08/2020,Green Tea,Central,285.88
22/08/2020,Chicken,North,250.03
19/08/2020,Pizza,Central,202.87
10/08/2020,Cucumber,South,258.31
31/08/2020,Chicken,South West,271.04
30/08/2020,Sandwiches,South,350.65
26/08/2020,Broccoli,South,315.51
06/08/2020,Green Tea,East,181.62
25/08/2020,Tomatoes,Central,220.23
23/08/2020,Beef,East,359.57
06/08/2020,Sandwiches,North,397.39
01/08/2020,Tomatoes,South West,393.44
28/08/2020,Cucumber,Central,259.2
21/08/2020,Tomatoes,South,58.06
